,id,side,coordinates(epsg25833),parking_value
1844,112,left,"[[319346.14341934305, 5690989.236481419], [319342.6883193433, 5691001.161581419]]",parallel
1845,112,right,"[[319352.6315806571, 5690991.116318583], [319349.17648065736, 5691003.041418582]]",no car
1846,112,left,"[[319342.663105513, 5691001.2534317225], [319338.77510551264, 5691016.241631722]]",no car
1847,112,right,"[[319349.2016944877, 5691002.949568279], [319345.3136944874, 5691017.937768279]]",no car
1848,112,left,"[[319338.751204764, 5691016.339785747], [319335.1600047644, 5691032.110285748]]",no car
1849,112,right,"[[319345.337595236, 5691017.8396142535], [319341.7463952364, 5691033.610114254]]",no car
1850,112,left,"[[319335.0910863818, 5691032.538177849], [319333.7924863815, 5691046.096377849]]",no car
1851,112,right,"[[319341.81531361875, 5691033.182222153], [319340.5167136185, 5691046.740422153]]",no car
1852,112,left,"[[319333.78776781657, 5691046.1501700645], [319332.6097678163, 5691060.936470063]]",no car
1853,112,right,"[[319340.52143218345, 5691046.686629938], [319339.3434321832, 5691061.472929937]]",no car
1854,113,left,"[[319297.7313788433, 5691055.199718403], [319325.7479331743, 5691065.926912044]]",no car
1855,113,right,"[[319303.50082115695, 5691040.131481598], [319331.5173754879, 5691050.85867524]]",no car
1856,113,left,"[[319325.7479331742, 5691065.926912043], [319333.09187884274, 5691068.738818402]]",no car
1857,113,right,"[[319331.5173754881, 5691050.85867524], [319338.8613211566, 5691053.670581598]]",no car
1858,114,left,"[[319495.9037837962, 5690950.803917253], [319476.0404119156, 5690928.321780845]]",perpendicular
1859,114,right,"[[319484.5990162049, 5690960.791882748], [319464.7356443243, 5690938.309746339]]",no car
1860,114,left,"[[319476.0404119153, 5690928.321780845], [319463.98148379556, 5690914.673017252]]",perpendicular
1861,114,right,"[[319464.73564432404, 5690938.309746339], [319452.6767162044, 5690924.660982747]]",no car
1862,115,left,"[[319638.4361264769, 5691062.788644039], [319641.7742264763, 5691091.533144039]]",diagonal/perpendicular
1863,115,right,"[[319646.1368735238, 5691061.894355958], [319649.47497352323, 5691090.638855959]]",diagonal/perpendicular
1864,115,left,"[[319641.8053961934, 5691091.748567994], [319643.16909619386, 5691099.609267993]]",no car
1865,115,right,"[[319649.44380380627, 5691090.423432005], [319650.8075038068, 5691098.284132005]]",no car
1866,115,left,"[[319643.1682629231, 5691099.604446752], [319643.9875629227, 5691104.362746754]]",no car
1867,115,right,"[[319650.8083370775, 5691098.288953247], [319651.6276370771, 5691103.047253247]]",no car
1868,115,left,"[[319644.6358255668, 5691105.933264123], [319646.6274255669, 5691108.7681641225]]",no car
1869,115,right,"[[319650.9793744334, 5691101.476735876], [319652.9709744335, 5691104.311635875]]",no car
1870,115,left,"[[319646.72313587024, 5691108.898531707], [319650.9046358701, 5691114.351931708]]",no car
1871,115,right,"[[319652.87526412983, 5691104.181268292], [319657.05676412967, 5691109.6346682925]]",no car
1872,115,left,"[[319651.3743435021, 5691114.862484531], [319656.9363435022, 5691119.914984532]]",no car
1873,115,right,"[[319656.58705649775, 5691109.12411547], [319662.1490564978, 5691114.17661547]]",parallel
1874,116,left,"[[319704.1790243754, 5691491.563294709], [319733.96186135727, 5691487.96015423]]",parallel
1875,116,right,"[[319702.2873756239, 5691475.927305292], [319732.07021260576, 5691472.324164813]]",parallel
1876,116,left,"[[319733.96186135727, 5691487.96015423], [319763.74469833914, 5691484.357013751]]",parallel
1877,116,right,"[[319732.07021260576, 5691472.324164813], [319761.85304958763, 5691468.721024334]]",parallel
1878,116,left,"[[319763.74469833914, 5691484.357013751], [319793.527535321, 5691480.753873272]]",parallel
1879,116,right,"[[319761.85304958763, 5691468.721024334], [319791.6358865695, 5691465.1178838555]]",parallel
1880,116,left,"[[319793.527535321, 5691480.753873272], [319823.3103723029, 5691477.150732793]]",parallel
1881,116,right,"[[319791.6358865695, 5691465.1178838555], [319821.4187235514, 5691461.5147433765]]",parallel
1882,116,left,"[[319823.31037230266, 5691477.150732793], [319851.0449243757, 5691473.7953947075]]",parallel
1883,116,right,"[[319821.41872355156, 5691461.5147433765], [319849.1532756246, 5691458.159405291]]",parallel
1884,116,left,"[[319851.09172279894, 5691473.789590793], [319880.8524496277, 5691470.008170607]]",parallel
1885,116,right,"[[319849.10647720157, 5691458.165209206], [319878.8672040304, 5691454.3837890215]]",parallel
1886,116,left,"[[319880.8524496279, 5691470.008170607], [319894.637822799, 5691468.256590792]]",parallel
1887,116,right,"[[319878.86720403016, 5691454.383789021], [319892.6525772012, 5691452.632209206]]",parallel
1888,116,left,"[[319893.9334458599, 5691468.3141229525], [319904.10894585977, 5691467.9414229505]]",no car
1889,116,right,"[[319893.3569541405, 5691452.57467705], [319903.5324541404, 5691452.20197705]]",parallel
1890,117,left,"[[319695.4183937336, 5691484.785644697], [319699.37721293577, 5691514.523293402]]",parallel
1891,117,right,"[[319711.04800626566, 5691482.704955304], [319715.0068254678, 5691512.44260401]]",parallel
1892,117,left,"[[319699.37721293577, 5691514.523293402], [319703.3360321378, 5691544.260942106]]",parallel
1893,117,right,"[[319715.0068254678, 5691512.44260401], [319718.96564466984, 5691542.180252714]]",parallel
1894,117,left,"[[319703.3360321378, 5691544.260942107], [319704.1779937341, 5691550.585544695]]",no car
1895,117,right,"[[319718.9656446699, 5691542.180252714], [319719.8076062662, 5691548.504855303]]",no car
1896,118,left,"[[319704.12664350535, 5691550.529495814], [319707.85150940716, 5691580.297353882]]",parallel
1897,118,right,"[[319719.85895649483, 5691548.560904185], [319723.5838223966, 5691578.328762253]]",parallel
1898,118,left,"[[319707.8515094071, 5691580.297353882], [319708.2508435048, 5691583.488695814]]",parallel
1899,118,right,"[[319723.58382239664, 5691578.328762253], [319723.98315649433, 5691581.520104185]]",no car
1900,119,left,"[[319712.9976170986, 5691557.832002692], [319742.7794776252, 5691554.220800182]]",parallel
1901,119,right,"[[319710.9879829017, 5691541.258397307], [319740.7698434283, 5691537.647194797]]",parallel
1902,119,left,"[[319742.77947762544, 5691554.220800182], [319772.56133815204, 5691550.60959767]]",parallel
1903,119,right,"[[319740.76984342805, 5691537.647194798], [319770.55170395464, 5691534.035992287]]",parallel
1904,119,left,"[[319772.5613381518, 5691550.60959767], [319802.3431986784, 5691546.99839516]]",parallel
1905,119,right,"[[319770.5517039549, 5691534.035992287], [319800.33356448147, 5691530.424789777]]",parallel
1906,119,left,"[[319802.34319867863, 5691546.99839516], [319832.1250592052, 5691543.38719265]]",parallel
1907,119,right,"[[319800.33356448123, 5691530.424789777], [319830.1154250078, 5691526.813587266]]",parallel
1908,119,left,"[[319832.1250592052, 5691543.38719265], [319861.9069197318, 5691539.775990138]]",parallel
1909,119,right,"[[319830.1154250078, 5691526.813587266], [319859.8972855344, 5691523.202384755]]",parallel
1910,119,left,"[[319861.9069197315, 5691539.775990138], [319891.6887802581, 5691536.164787628]]",parallel
1911,119,right,"[[319859.89728553465, 5691523.202384755], [319889.67914606124, 5691519.591182245]]",parallel
1912,119,left,"[[319891.68878025864, 5691536.164787628], [319908.29661709873, 5691534.151002692]]",no car
1913,119,right,"[[319889.6791460608, 5691519.591182245], [319906.28698290087, 5691517.577397308]]",parallel
1914,120,left,"[[319159.22271394887, 5691557.906922392], [319188.996353702, 5691554.22855647]]",parallel
1915,120,right,"[[319157.48468605103, 5691543.838877609], [319187.25832580414, 5691540.160511687]]",parallel
1916,120,left,"[[319188.996353702, 5691554.22855647], [319218.7699934551, 5691550.550190549]]",parallel
1917,120,right,"[[319187.25832580414, 5691540.160511687], [319217.0319655572, 5691536.482145766]]",parallel
1918,120,left,"[[319218.7699934548, 5691550.5501905475], [319248.54363320797, 5691546.871824628]]",parallel
1919,120,right,"[[319217.03196555737, 5691536.482145766], [319246.80560531054, 5691532.803779845]]",parallel
1920,120,left,"[[319248.5436332082, 5691546.871824628], [319278.3172729613, 5691543.193458706]]",parallel
1921,120,right,"[[319246.80560531036, 5691532.803779846], [319276.5792450635, 5691529.125413924]]",parallel
1922,120,left,"[[319278.317272961, 5691543.193458706], [319308.09091271413, 5691539.515092785]]",parallel
1923,120,right,"[[319276.5792450636, 5691529.125413923], [319306.3528848167, 5691525.447048003]]",parallel
1924,120,left,"[[319308.0909127145, 5691539.515092786], [319337.86455246754, 5691535.836726864]]",parallel
1925,120,right,"[[319306.3528848166, 5691525.447048003], [319336.12652456964, 5691521.768682081]]",parallel
1926,120,left,"[[319337.8645524673, 5691535.836726863], [319347.7938139489, 5691534.61002239]]",no car
1927,120,right,"[[319336.1265245698, 5691521.768682081], [319346.05578605144, 5691520.541977609]]",parallel
1928,120,left,"[[319348.349471521, 5691534.5188356815], [319356.14527152054, 5691532.919135681]]",no car
1929,120,right,"[[319345.50012847944, 5691520.633164318], [319353.29592847894, 5691519.033464318]]",no car
1930,121,left,"[[319893.0731471769, 5691460.638722542], [319894.65369781695, 5691490.597057938]]",perpendicular
1931,121,right,"[[319914.5682528232, 5691459.504677457], [319916.1488034632, 5691489.463012854]]",parallel
1932,121,left,"[[319894.6536978169, 5691490.597057938], [319896.5442471766, 5691526.431222542]]",perpendicular
1933,121,right,"[[319916.1488034632, 5691489.463012853], [319918.03935282293, 5691525.297177457]]",parallel
1934,122,left,"[[319167.14017862745, 5691624.334642354], [319196.90159287944, 5691620.5586363]]",parallel
1935,122,right,"[[319165.5256213722, 5691611.609157644], [319195.2870356242, 5691607.83315159]]",parallel
1936,122,left,"[[319196.90159287944, 5691620.5586363], [319226.6630071314, 5691616.782630246]]",parallel
1937,122,right,"[[319195.2870356242, 5691607.83315159], [319225.0484498762, 5691604.057145536]]",parallel
1938,122,left,"[[319226.6630071314, 5691616.782630246], [319256.4244213834, 5691613.006624192]]",parallel
1939,122,right,"[[319225.0484498762, 5691604.057145536], [319254.8098641282, 5691600.281139482]]",parallel
1940,122,left,"[[319256.42442138353, 5691613.006624192], [319286.1858356355, 5691609.230618136]]",no car
1941,122,right,"[[319254.80986412795, 5691600.281139482], [319284.57127837994, 5691596.505133427]]",no car
1942,122,left,"[[319286.1858356354, 5691609.230618138], [319315.9472498874, 5691605.454612084]]",parallel
1943,122,right,"[[319284.5712783802, 5691596.505133428], [319314.33269263216, 5691592.729127374]]",parallel
1944,122,left,"[[319315.9472498874, 5691605.454612084], [319345.7086641394, 5691601.67860603]]",parallel
1945,122,right,"[[319314.33269263216, 5691592.729127374], [319344.09410688415, 5691588.953121319]]",no car
1946,122,left,"[[319345.7086641394, 5691601.678606028], [319362.8534786274, 5691599.503342355]]",no car
1947,122,right,"[[319344.09410688403, 5691588.9531213185], [319361.23892137205, 5691586.7778576445]]",no car
1948,124,left,"[[319569.31206036516, 5691500.136146687], [319572.9478175343, 5691529.915019563]]",parallel
1949,124,right,"[[319584.9633396346, 5691498.225253315], [319588.59909680375, 5691528.004126191]]",parallel
1950,124,left,"[[319572.9478175343, 5691529.915019563], [319577.3023603648, 5691565.581146686]]",parallel
1951,124,right,"[[319588.5990968038, 5691528.004126191], [319592.9536396343, 5691563.670253314]]",parallel
1952,125,left,"[[319209.8488202203, 5691688.387214545], [319217.19222021993, 5691687.455414547]]",parallel
1953,125,right,"[[319207.9961797804, 5691673.786785454], [319215.33957978006, 5691672.854985455]]",parallel
1954,125,left,"[[319217.14025940665, 5691687.461820095], [319246.92773728055, 5691683.897249727]]",parallel
1955,125,right,"[[319215.39154059335, 5691672.848579907], [319245.17901846726, 5691669.284009539]]",parallel
1956,125,left,"[[319246.92773728084, 5691683.897249727], [319276.71521515475, 5691680.332679357]]",parallel
1957,125,right,"[[319245.17901846714, 5691669.2840095395], [319274.966496341, 5691665.719439169]]",parallel
1958,125,left,"[[319276.71521515446, 5691680.332679357], [319306.50269302836, 5691676.768108989]]",parallel
1959,125,right,"[[319274.96649634116, 5691665.719439169], [319304.75397421507, 5691662.154868801]]",parallel
1960,125,left,"[[319306.5026930286, 5691676.768108989], [319336.29017090256, 5691673.203538621]]",parallel
1961,125,right,"[[319304.7539742149, 5691662.154868802], [319334.54145208886, 5691658.590298433]]",parallel
1962,125,left,"[[319336.2901709019, 5691673.203538619], [319344.94435940665, 5691672.167920094]]",no car
1963,125,right,"[[319334.5414520892, 5691658.590298433], [319343.19564059394, 5691657.554679908]]",no car
1964,125,left,"[[319345.32455479284, 5691672.112320194], [319361.3639547929, 5691669.337220194]]",no car
1965,125,right,"[[319342.81544520793, 5691657.610279808], [319358.85484520806, 5691654.835179809]]",no car
1966,125,left,"[[319360.7768282379, 5691669.414620098], [319370.37122823775, 5691668.540820098]]",no car
1967,125,right,"[[319359.441971763, 5691654.757779905], [319369.0363717628, 5691653.883979905]]",no car
1968,127,left,"[[319218.3846447414, 5691756.940364851], [319228.17854474136, 5691755.769164849]]",no car
1969,127,right,"[[319216.51035525807, 5691741.26703515], [319226.304255258, 5691740.095835148]]",parallel
1970,127,left,"[[319228.17856998614, 5691755.769161832], [319257.9663248109, 5691752.206906577]]",parallel
1971,127,right,"[[319226.30423001334, 5691740.095838168], [319256.0919848382, 5691736.533582914]]",parallel
1972,127,left,"[[319257.96632481075, 5691752.206906578], [319287.7540796356, 5691748.644651324]]",no car
1973,127,right,"[[319256.0919848384, 5691736.533582914], [319285.8797396633, 5691732.971327661]]",parallel
1974,127,left,"[[319287.75407963584, 5691748.644651324], [319317.5418344607, 5691745.08239607]]",parallel
1975,127,right,"[[319285.8797396631, 5691732.971327661], [319315.66749448795, 5691729.409072407]]",parallel
1976,127,left,"[[319317.5418344607, 5691745.08239607], [319347.32958928554, 5691741.5201408155]]",no car
1977,127,right,"[[319315.66749448795, 5691729.409072407], [319345.4552493128, 5691725.846817153]]",parallel
1978,127,left,"[[319347.32958928595, 5691741.5201408155], [319354.9363699872, 5691740.610461833]]",no car
1979,127,right,"[[319345.45524931245, 5691725.846817153], [319353.06203001377, 5691724.93713817]]",no car
1980,127,left,"[[319354.3221118516, 5691740.659691466], [319362.7816118515, 5691740.313291466]]",no car
1981,127,right,"[[319353.6762881493, 5691724.887908536], [319362.1357881492, 5691724.541508536]]",no car
1982,127,left,"[[319358.60770630394, 5691739.3166237455], [319365.6159063038, 5691743.234123746]]",no car
1983,127,right,"[[319366.3096936968, 5691725.538176255], [319373.31789369666, 5691729.455676256]]",no car
1984,132,left,"[[319419.7175053456, 5690891.5120183], [319412.6409053453, 5690884.825818299]]",no car
1985,132,right,"[[319430.353894654, 5690880.254581702], [319423.2772946537, 5690873.568381702]]",no car
1986,132,left,"[[319423.77470122476, 5690874.083935965], [319403.9658332914, 5690851.553761726]]",parallel
1987,132,right,"[[319412.1434987739, 5690884.310264036], [319392.3346308406, 5690861.780089797]]",parallel
1988,132,left,"[[319403.9658332915, 5690851.553761727], [319394.33480122493, 5690840.599635964]]",parallel
1989,132,right,"[[319392.33463084156, 5690861.780089797], [319382.70359877497, 5690850.8259640355]]",parallel
1990,132,left,"[[319394.48771699873, 5690840.778991238], [319389.19441699836, 5690834.375591237]]",no car
1991,132,right,"[[319382.55068300135, 5690850.646608762], [319377.257383001, 5690844.243208762]]",no car
1992,132,left,"[[319389.54914712324, 5690834.839253483], [319385.127247123, 5690828.584253484]]",no car
1993,132,right,"[[319376.9026528765, 5690843.779546516], [319372.48075287626, 5690837.524546518]]",no car
1994,133,left,"[[319434.20381155884, 5690893.234327616], [319441.08441155846, 5690884.652927615]]",no car
1995,133,right,"[[319415.86758844095, 5690878.532272385], [319422.7481884406, 5690869.950872384]]",no car
1996,133,left,"[[319439.5610310943, 5690886.226582798], [319462.34503143077, 5690866.71019664]]",no car
1997,133,right,"[[319424.2715689053, 5690868.3772172015], [319447.05556924175, 5690848.860831044]]",no car
1998,133,left,"[[319462.34503143036, 5690866.71019664], [319486.6349310943, 5690845.903882798]]",no car
1999,133,right,"[[319447.05556924135, 5690848.860831043], [319471.3454689053, 5690828.054517201]]",no car
2000,133,left,"[[319487.3324493203, 5690845.255597334], [319495.3509493205, 5690837.173297334]]",no car
2001,133,right,"[[319470.6479506801, 5690828.7028026655], [319478.6664506803, 5690820.620502666]]",no car
2002,134,left,"[[320105.0802012748, 5690871.8465725], [320125.8994153157, 5690850.246564937]]",no car
2003,134,right,"[[320097.7973987247, 5690864.827027499], [320118.61661276565, 5690843.227019936]]",parallel
2004,134,left,"[[320125.89941531565, 5690850.246564938], [320126.8275012746, 5690849.283672501]]",diagonal/perpendicular
2005,134,right,"[[320118.6166127656, 5690843.227019937], [320119.5446987245, 5690842.2641275]]",parallel
2006,134,left,"[[320126.97580086684, 5690849.123000415], [320146.841942723, 5690826.643311633]]",no car
2007,134,right,"[[320119.3963991323, 5690842.424799586], [320139.2625409885, 5690819.9451108035]]",parallel
2008,134,left,"[[320146.841942723, 5690826.643311633], [320148.4310008677, 5690824.845200414]]",no car
2009,134,right,"[[320139.26254098857, 5690819.945110804], [320140.8515991332, 5690818.1469995845]]",no car
2010,134,left,"[[320148.9329567831, 5690824.171915446], [320152.6602567826, 5690818.193815446]]",no car
2011,134,right,"[[320140.34964321693, 5690818.820284552], [320144.07694321644, 5690812.842184552]]",no car
2012,134,left,"[[320153.3825749503, 5690816.180088698], [320154.19117495045, 5690810.056588699]]",no car
2013,134,right,"[[320143.3546250491, 5690814.8559113005], [320144.16322504927, 5690808.732411302]]",no car
2014,134,left,"[[320154.1881021977, 5690808.709543496], [320153.43220219755, 5690803.179643497]]",no car
2015,134,right,"[[320144.1662978019, 5690810.079456504], [320143.4103978017, 5690804.549556506]]",parallel
2016,134,left,"[[320152.9579967783, 5690801.629272601], [320139.6985163977, 5690774.718565065]]",no car
2017,134,right,"[[320143.8846032209, 5690806.099927402], [320130.6251228403, 5690779.189219867]]",parallel
2018,134,left,"[[320139.69851639785, 5690774.718565065], [320135.0528967791, 5690765.2900725985]]",no car
2019,134,right,"[[320130.62512284034, 5690779.189219867], [320125.97950322164, 5690769.760727401]]",parallel
2020,134,left,"[[320135.5248144005, 5690766.823910127], [320134.56101440045, 5690759.942410127]]",no car
2021,134,right,"[[320125.50758560037, 5690768.226889872], [320124.54378560034, 5690761.345389872]]",no car
2022,135,left,"[[319839.76416997024, 5690936.627458938], [319847.23906996974, 5690927.179958939]]",no car
2023,135,right,"[[319830.66523003066, 5690929.42834106], [319838.1401300302, 5690919.98084106]]",parallel
2024,135,left,"[[319846.97952717385, 5690927.485656253], [319867.17477606045, 5690905.30115891]]",no car
2025,135,right,"[[319838.39967282605, 5690919.675143746], [319858.59492171265, 5690897.490646402]]",parallel
2026,135,left,"[[319867.17477606103, 5690905.30115891], [319877.86962717364, 5690893.552856254]]",no car
2027,135,right,"[[319858.5949217133, 5690897.490646403], [319869.2897728259, 5690885.742343748]]",no car
2028,135,left,"[[319877.7960869035, 5690893.632143016], [319886.89108690404, 5690884.007943015]]",no car
2029,135,right,"[[319869.3633130955, 5690885.6630569855], [319878.4583130961, 5690876.038856984]]",no car
2030,136,left,"[[320063.1747271098, 5690888.224052513], [320060.51462711, 5690880.746052514]]",no car
2031,136,right,"[[320052.7708728894, 5690891.924947486], [320050.1107728896, 5690884.446947487]]",no car
2032,136,left,"[[320060.69176398107, 5690881.351561348], [320058.692363981, 5690872.712661347]]",no car
2033,136,right,"[[320049.9336360185, 5690883.841438653], [320047.9342360184, 5690875.202538652]]",parallel
2034,136,left,"[[320058.41498815326, 5690871.846444026], [320055.18238815345, 5690864.034744026]]",no car
2035,136,right,"[[320048.21161184635, 5690876.068755974], [320044.9790118466, 5690868.257055975]]",parallel
2036,136,left,"[[320054.979944558, 5690863.600000489], [320050.66834455845, 5690855.3029004885]]",no car
2037,136,right,"[[320045.18145544134, 5690868.691799511], [320040.8698554418, 5690860.394699511]]",parallel
2038,136,left,"[[320050.23396143585, 5690854.600844654], [320045.183361436, 5690847.657944654]]",no car
2039,136,right,"[[320041.3042385644, 5690861.096755344], [320036.25363856455, 5690854.153855344]]",parallel
2040,136,left,"[[320037.00279242994, 5690854.989736286], [319929.6520924299, 5690757.315936287]]",no car
2041,136,right,"[[320044.4342075704, 5690846.822063713], [319937.08350757044, 5690749.148263714]]",no car
2042,137,left,"[[319491.00880881236, 5690835.791822484], [319500.4832088121, 5690830.295222484]]",no car
2043,137,right,"[[319483.0085911886, 5690822.001977516], [319492.4829911883, 5690816.505377516]]",no car
2044,137,left,"[[319502.6165967983, 5690828.491571313], [319521.77772452566, 5690805.408001741]]",parallel
2045,137,right,"[[319490.34960320115, 5690818.309028687], [319509.51073092845, 5690795.225459115]]",parallel
2046,137,left,"[[319521.7777245258, 5690805.40800174], [319530.37609679863, 5690795.049471313]]",parallel
2047,137,right,"[[319509.5107309287, 5690795.225459114], [319518.10910320154, 5690784.866928687]]",parallel
2048,137,left,"[[319530.4906055319, 5690794.908276105], [319549.1203415389, 5690771.393750035]]",parallel
2049,137,right,"[[319517.9945944693, 5690785.008123895], [319536.6243304764, 5690761.493597825]]",parallel
2050,137,left,"[[319549.1203415392, 5690771.393750035], [319569.51900553115, 5690745.646476105]]",parallel
2051,137,right,"[[319536.62433047657, 5690761.493597825], [319557.0229944685, 5690735.746323895]]",parallel
2052,137,left,"[[319569.51586659125, 5690745.650435508], [319575.2323665916, 5690738.444435508]]",parallel
2053,137,right,"[[319557.026133408, 5690735.742364492], [319562.74263340834, 5690728.536364492]]",parallel
2054,138,left,"[[319675.6728028493, 5690893.41473934], [319694.2490732026, 5690869.857953061]]",parallel
2055,138,right,"[[319663.9375971515, 5690884.160660658], [319682.5138675048, 5690860.603874381]]",parallel
2056,138,left,"[[319694.2490732025, 5690869.857953061], [319712.1188028486, 5690847.19713934]]",parallel
2057,138,right,"[[319682.5138675046, 5690860.60387438], [319700.38359715074, 5690837.943060659]]",parallel
2058,140,left,"[[319333.84127909574, 5691065.67321887], [319340.93437909585, 5691069.062718869]]",no car
2059,140,right,"[[319338.1119209039, 5691056.736181132], [319345.205020904, 5691060.125681131]]",no car
2060,140,left,"[[319342.76633310167, 5691069.537399853], [319353.1198331017, 5691070.172799852]]",no car
2061,140,right,"[[319343.3730668982, 5691059.651000149], [319353.7265668982, 5691060.286400149]]",parallel
2062,140,left,"[[319354.0195281132, 5691070.146067129], [319370.9019281127, 5691068.09836713]]",parallel
2063,140,right,"[[319352.82687188697, 5691060.31313287], [319369.7092718865, 5691058.265432871]]",parallel
2064,140,left,"[[319370.901922363, 5691068.098367827], [319375.4076223635, 5691067.551867826]]",no car
2065,140,right,"[[319369.7092776363, 5691058.265432173], [319374.2149776369, 5691057.718932172]]",no car
2066,141,left,"[[319375.4350761252, 5691067.777705254], [319397.2523761254, 5691065.131205255]]",no car
2067,141,right,"[[319374.187523875, 5691057.493094742], [319396.00482387526, 5691054.846594743]]",no car
2068,142,left,"[[319398.77076991764, 5691065.894906629], [319406.0848699171, 5691063.242006628]]",diagonal/perpendicular
2069,142,right,"[[319394.486430083, 5691054.082893372], [319401.80053008243, 5691051.429993371]]",parallel
2070,142,left,"[[319404.78521746746, 5691063.561750601], [319434.5142294976, 5691059.538587204]]",parallel
2071,142,right,"[[319403.1001825315, 5691051.110249396], [319432.82919456164, 5691047.087086]]",parallel
2072,142,left,"[[319434.5142294971, 5691059.538587205], [319439.3265174677, 5691058.887350602]]",no car
2073,142,right,"[[319432.8291945622, 5691047.0870860005], [319437.6414825328, 5691046.435849397]]",no car
2074,143,left,"[[319439.09497886366, 5691058.351390073], [319468.9234982519, 5691055.148355402]]",parallel
2075,143,right,"[[319437.87302113674, 5691046.971809926], [319467.70154052495, 5691043.768775256]]",parallel
2076,143,left,"[[319468.9234982521, 5691055.148355402], [319498.75201764033, 5691051.94532073]]",parallel
2077,143,right,"[[319467.70154052466, 5691043.7687752545], [319497.5300599129, 5691040.5657405825]]",parallel
2078,143,left,"[[319498.7520176404, 5691051.94532073], [319523.30957886355, 5691049.308290074]]",parallel
2079,143,right,"[[319497.5300599128, 5691040.5657405825], [319522.087621136, 5691037.928709926]]",parallel
2080,144,left,"[[319523.4663390841, 5691049.518760731], [319553.21555285587, 5691045.647807365]]",parallel
2081,144,right,"[[319521.9308609154, 5691037.718239268], [319551.6800746872, 5691033.847285902]]",parallel
2082,144,left,"[[319553.21555285587, 5691045.647807365], [319587.7326390843, 5691041.156460732]]",parallel
2083,144,right,"[[319551.68007468735, 5691033.847285902], [319586.19716091576, 5691029.355939269]]",parallel
2084,145,left,"[[319453.84972483764, 5690925.7679158915], [319448.2072248376, 5690921.625115892]]",diagonal/perpendicular
2085,145,right,"[[319462.808475162, 5690913.566084108], [319457.16597516206, 5690909.423284109]]",parallel
2086,145,left,"[[319452.2026736592, 5690923.077463656], [319447.1580736595, 5690922.754263656]]",no car
2087,145,right,"[[319453.17052634014, 5690907.970936344], [319448.12592634046, 5690907.6477363445]]",no car
2088,145,left,"[[319451.027526137, 5690921.970356641], [319445.8376261374, 5690924.565956641]]",no car
2089,145,right,"[[319444.2564738634, 5690908.431643358], [319439.0665738638, 5690911.027243358]]",diagonal/perpendicular
2090,145,left,"[[319447.7050447131, 5690923.245686933], [319381.72444471275, 5690986.851286935]]",diagonal/perpendicular
2091,145,right,"[[319437.19915528817, 5690912.347513065], [319371.2185552878, 5690975.953113066]]",diagonal/perpendicular
2092,145,left,"[[319369.8465282588, 5690977.742182788], [319365.6555282591, 5690985.328282787]]",diagonal/perpendicular
2093,145,right,"[[319383.09647174156, 5690985.062217212], [319378.9054717419, 5690992.648317211]]",no car
2094,145,left,"[[319364.92399101285, 5690987.208482008], [319363.11219101254, 5690994.69718201]]",no car
2095,145,right,"[[319379.6370089879, 5690990.768117989], [319377.8252089876, 5690998.25681799]]",no car
2096,145,left,"[[319362.9116235585, 5690996.056795027], [319362.45412355807, 5691004.284595028]]",no car
2097,145,right,"[[319378.0257764415, 5690996.897204973], [319377.5682764411, 5691005.125004972]]",diagonal/perpendicular
2098,145,left,"[[319362.47167447687, 5691005.369278333], [319365.1054449106, 5691035.253442255]]",diagonal/perpendicular
2099,145,right,"[[319377.5507255224, 5691004.040321669], [319380.18449595605, 5691033.92448559]]",perpendicular
2100,145,left,"[[319365.10544491047, 5691035.253442255], [319366.8504744768, 5691055.053478332]]",diagonal/perpendicular
2101,145,right,"[[319380.18449595605, 5691033.924485589], [319381.9295255224, 5691053.724521668]]",perpendicular
2102,145,left,"[[319366.8311082342, 5691054.77517592], [319367.2524082347, 5691063.021575919]]",no car
2103,145,right,"[[319381.94889176503, 5691054.00282408], [319382.3701917656, 5691062.24922408]]",no car
2104,146,left,"[[319377.3454060706, 5691172.1496141385], [319380.4636826756, 5691201.987113213]]",perpendicular
2105,146,right,"[[319399.36299392924, 5691169.848585861], [319402.4812705343, 5691199.6860849345]]",perpendicular
2106,146,left,"[[319380.4636826756, 5691201.987113213], [319381.26090607076, 5691209.61541414]]","TIE: perpendicular,parallel"
2107,146,right,"[[319402.4812705343, 5691199.6860849345], [319403.2784939295, 5691207.314385861]]",perpendicular
2108,147,left,"[[319564.165809401, 5690739.049401829], [319559.305809402, 5690734.83400183]]",parallel
2109,147,right,"[[319573.8091905981, 5690727.93139817], [319568.9491905991, 5690723.715998172]]",no car
2110,147,left,"[[319559.4930534162, 5690734.991039401], [319536.4860534161, 5690716.337439401]]",no car
2111,147,right,"[[319568.761946584, 5690723.5589606], [319545.7549465839, 5690704.905360601]]",no car
2112,147,left,"[[319548.14536544937, 5690708.429946833], [319542.35426544934, 5690689.866146834]]",no car
2113,147,right,"[[319534.095634551, 5690712.812853168], [319528.304534551, 5690694.249053168]]",no car
2114,147,left,"[[319542.61348550126, 5690693.103209859], [319546.32238550123, 5690667.265709858]]",no car
2115,147,right,"[[319528.0453144992, 5690691.011990142], [319531.75421449915, 5690665.174490142]]",parallel
2116,147,left,"[[319546.2548774011, 5690667.659618038], [319548.0592774008, 5690658.613818037]]",no car
2117,147,right,"[[319531.82172259915, 5690664.780581963], [319533.6261225988, 5690655.734781964]]",parallel
