,id,side,coordinates(epsg25833),parking_value
825,114,right,"[[316522.7384173022, 5688437.405846823], [316519.68908611673, 5688407.561222862]]",diagonal
826,114,left,"[[316539.5879891421, 5688405.528081295], [316536.53865795664, 5688375.6834573345]]",parallel
827,114,right,"[[316519.68908611673, 5688407.561222862], [316516.63975493127, 5688377.716598902]]",perpendicular
828,114,left,"[[316536.5386579566, 5688375.683457334], [316533.4893267711, 5688345.838833374]]",parallel
829,114,right,"[[316516.63975493115, 5688377.716598901], [316513.5904237457, 5688347.871974941]]",perpendicular
830,114,left,"[[316533.4893267712, 5688345.838833374], [316530.4399955857, 5688315.994209413]]",parallel
831,114,right,"[[316513.5904237458, 5688347.871974942], [316510.54109256034, 5688318.027350982]]",perpendicular
832,114,left,"[[316530.43999558565, 5688315.994209413], [316527.3906644002, 5688286.149585454]]",parallel
833,114,right,"[[316510.5410925602, 5688318.027350981], [316507.49176137475, 5688288.182727021]]",diagonal
834,114,left,"[[316527.3906644003, 5688286.149585455], [316524.5040515131, 5688257.8975292165]]",parallel
835,114,right,"[[316507.49176137487, 5688288.182727022], [316504.60514848767, 5688259.930670785]]",diagonal
836,115,left,"[[316689.077198795, 5688935.715190417], [316659.21080768615, 5688938.543384564]]",perpendicular
837,115,right,"[[316690.933201204, 5688955.315009583], [316661.06681009516, 5688958.14320373]]",parallel
838,115,left,"[[316659.21080768615, 5688938.543384564], [316629.34441657725, 5688941.371578712]]",perpendicular
839,115,right,"[[316661.06681009516, 5688958.14320373], [316631.20041898626, 5688960.971397877]]",parallel
840,115,left,"[[316629.34441657754, 5688941.371578712], [316599.47802546865, 5688944.199772857]]",perpendicular
841,115,right,"[[316631.200418986, 5688960.971397878], [316601.3340278771, 5688963.799592024]]",parallel
842,115,left,"[[316599.4780254684, 5688944.199772857], [316586.7685987959, 5688945.403290416]]",no car
843,115,right,"[[316601.33402787725, 5688963.799592023], [316588.62460120476, 5688965.003109582]]",parallel
844,116,left,"[[316594.1359550171, 5688954.524722314], [316590.99242906464, 5688924.689872816]]",perpendicular
845,116,right,"[[316581.25724498363, 5688955.881677684], [316578.1137190312, 5688926.046828186]]",parallel
846,116,left,"[[316590.99242906464, 5688924.689872816], [316587.84890311223, 5688894.855023318]]",perpendicular
847,116,right,"[[316578.1137190312, 5688926.046828186], [316574.97019307874, 5688896.211978687]]",parallel
848,116,left,"[[316587.8489031123, 5688894.855023318], [316584.70537715993, 5688865.02017382]]",perpendicular
849,116,right,"[[316574.9701930788, 5688896.211978687], [316571.82666712644, 5688866.377129189]]",parallel
850,116,left,"[[316584.70537715993, 5688865.02017382], [316581.56185120746, 5688835.1853243215]]",perpendicular
851,116,right,"[[316571.82666712644, 5688866.377129189], [316568.68314117397, 5688836.542279691]]",no car
852,116,left,"[[316581.56185120746, 5688835.1853243215], [316578.41832525504, 5688805.350474822]]",no car
853,116,right,"[[316568.683141174, 5688836.542279691], [316565.53961522155, 5688806.707430191]]",parallel
854,116,left,"[[316578.41832525504, 5688805.350474823], [316577.7802550169, 5688799.294622315]]",parallel
855,116,right,"[[316565.53961522155, 5688806.707430192], [316564.9015449835, 5688800.651577684]]",no car
856,117,left,"[[316615.73587915767, 5689074.5591822965], [316610.38264552044, 5689045.0406645555]]",perpendicular
857,117,right,"[[316603.3553208419, 5689076.804417704], [316598.00208720466, 5689047.285899963]]",parallel
858,117,left,"[[316610.38264552044, 5689045.0406645555], [316605.029411883, 5689015.5221468145]]",perpendicular
859,117,right,"[[316598.00208720466, 5689047.285899963], [316592.6488535672, 5689017.767382222]]",parallel
860,117,left,"[[316605.029411883, 5689015.5221468145], [316599.67617824575, 5688986.0036290735]]",perpendicular
861,117,right,"[[316592.6488535672, 5689017.767382222], [316587.29561992997, 5688988.248864482]]",parallel
862,117,left,"[[316599.67617824586, 5688986.0036290735], [316593.88687915844, 5688954.080582296]]",perpendicular
863,117,right,"[[316587.29561992997, 5688988.248864481], [316581.50632084254, 5688956.325817704]]",no car
864,118,left,"[[316650.60294876876, 5688554.11902277], [316620.7533563097, 5688557.119327759]]",parallel
865,118,right,"[[316652.5946512309, 5688573.93417723], [316622.74505877186, 5688576.934482219]]",parallel
866,118,left,"[[316620.75335630996, 5688557.119327758], [316590.9037638509, 5688560.119632747]]",perpendicular
867,118,right,"[[316622.74505877146, 5688576.934482219], [316592.8954663124, 5688579.934787207]]",parallel
868,118,left,"[[316590.9037638507, 5688560.119632748], [316561.05417139165, 5688563.1199377375]]",perpendicular
869,118,right,"[[316592.8954663128, 5688579.934787208], [316563.0458738538, 5688582.935092198]]",parallel
870,118,left,"[[316561.0541713918, 5688563.119937737], [316546.4991487693, 5688564.58292277]]",no car
871,118,right,"[[316563.0458738535, 5688582.935092198], [316548.4908512309, 5688584.398077229]]",parallel
872,119,left,"[[316557.37688635744, 5688573.417223697], [316554.13762186177, 5688543.592616984]]",perpendicular
873,119,right,"[[316537.6131136429, 5688575.563776303], [316534.37384914723, 5688545.739169589]]",parallel
874,119,left,"[[316554.1376218618, 5688543.592616984], [316550.89835736615, 5688513.768010272]]",perpendicular
875,119,right,"[[316534.3738491473, 5688545.739169589], [316531.1345846516, 5688515.914562877]]",parallel
876,119,left,"[[316550.89835736615, 5688513.768010272], [316547.65909287054, 5688483.943403559]]",perpendicular
877,119,right,"[[316531.1345846516, 5688515.914562877], [316527.89532015595, 5688486.089956165]]",parallel
878,119,left,"[[316547.6590928705, 5688483.94340356], [316545.61908635753, 5688465.160623697]]",perpendicular
879,119,right,"[[316527.895320156, 5688486.089956165], [316525.85531364306, 5688467.307176302]]",parallel
880,120,left,"[[316581.2779857866, 5688798.922204037], [316578.12293160846, 5688769.0885714535]]",parallel
881,120,right,"[[316561.4038142138, 5688801.023995962], [316558.24876003567, 5688771.190363378]]",perpendicular
882,120,left,"[[316578.12293160846, 5688769.0885714535], [316574.9678774303, 5688739.25493887]]",parallel
883,120,right,"[[316558.24876003567, 5688771.190363378], [316555.0937058575, 5688741.3567307945]]",perpendicular
884,120,left,"[[316574.9678774303, 5688739.25493887], [316571.81282325217, 5688709.421306287]]",parallel
885,120,right,"[[316555.0937058576, 5688741.3567307945], [316551.93865167943, 5688711.523098212]]",perpendicular
886,120,left,"[[316571.8128232521, 5688709.421306286], [316568.65776907397, 5688679.587673701]]",parallel
887,120,right,"[[316551.9386516793, 5688711.523098211], [316548.78359750117, 5688681.689465626]]",perpendicular
888,120,left,"[[316568.657769074, 5688679.587673702], [316565.5027148959, 5688649.7540411195]]",parallel
889,120,right,"[[316548.7835975013, 5688681.689465627], [316545.62854332314, 5688651.855833044]]",perpendicular
890,120,left,"[[316565.5027148958, 5688649.754041119], [316562.3476607177, 5688619.920408535]]",parallel
891,120,right,"[[316545.628543323, 5688651.855833043], [316542.47348914493, 5688622.02220046]]",perpendicular
892,120,left,"[[316562.3476607177, 5688619.920408535], [316559.1926065396, 5688590.086775952]]",parallel
893,120,right,"[[316542.473489145, 5688622.02220046], [316539.31843496684, 5688592.188567877]]",perpendicular
894,120,left,"[[316559.19260653964, 5688590.086775952], [316557.43208578654, 5688573.439604037]]",parallel
895,120,right,"[[316539.3184349668, 5688592.188567877], [316537.55791421374, 5688575.541395962]]",perpendicular
896,121,left,"[[316426.3943541092, 5688268.710564841], [316425.1004612403, 5688238.738480474]]",parallel
897,121,right,"[[316414.5928458901, 5688269.220035158], [316413.2989530212, 5688239.247950791]]",perpendicular
898,121,left,"[[316425.10046124033, 5688238.738480474], [316423.8065683715, 5688208.766396108]]",parallel
899,121,right,"[[316413.29895302124, 5688239.247950791], [316412.0050601523, 5688209.275866426]]",diagonal/perpendicular
900,121,left,"[[316423.8065683715, 5688208.766396108], [316422.5126755025, 5688178.794311742]]",parallel
901,121,right,"[[316412.0050601523, 5688209.275866426], [316410.7111672835, 5688179.30378206]]",perpendicular
902,121,left,"[[316422.5126755025, 5688178.794311742], [316422.1793541094, 5688171.073164841]]",parallel
903,121,right,"[[316410.71116728336, 5688179.303782059], [316410.3778458903, 5688171.582635159]]",no car
904,122,left,"[[316513.517965272, 5688249.213079307], [316483.6877927349, 5688252.400681291]]",parallel
905,122,right,"[[316515.59123472875, 5688268.615120694], [316485.7610621916, 5688271.802722678]]",diagonal
906,122,left,"[[316483.6877927349, 5688252.400681291], [316453.85762019776, 5688255.588283274]]",parallel
907,122,right,"[[316485.7610621916, 5688271.802722678], [316455.9308896545, 5688274.990324661]]",diagonal
908,122,left,"[[316453.85762019793, 5688255.588283274], [316419.4569652715, 5688259.264279306]]",parallel
909,122,right,"[[316455.9308896545, 5688274.990324662], [316421.53023472807, 5688278.666320694]]",diagonal
910,124,left,"[[316459.0044762625, 5688909.5404180745], [316457.74833576, 5688879.56672776]]",perpendicular
911,124,right,"[[316437.9879237373, 5688910.421181923], [316436.73178323486, 5688880.447491609]]",parallel
912,124,left,"[[316457.7483357601, 5688879.56672776], [316456.4921952576, 5688849.593037447]]",perpendicular
913,124,right,"[[316436.73178323486, 5688880.4474916095], [316435.4756427324, 5688850.473801296]]",parallel
914,124,left,"[[316456.49219525757, 5688849.593037447], [316455.2360547551, 5688819.619347133]]",perpendicular
915,124,right,"[[316435.4756427324, 5688850.473801295], [316434.21950222994, 5688820.500110982]]",parallel
916,124,left,"[[316455.2360547551, 5688819.619347133], [316454.90947626275, 5688811.826618076]]",no car
917,124,right,"[[316434.21950223, 5688820.500110982], [316433.8929237376, 5688812.707381926]]",no car
918,125,left,"[[316454.96877651394, 5688811.780915451], [316453.5903020731, 5688781.812602049]]",parallel
919,125,right,"[[316433.8336234865, 5688812.753084551], [316432.4551490457, 5688782.784771148]]",perpendicular
920,125,left,"[[316453.5903020731, 5688781.812602049], [316452.2118276323, 5688751.844288647]]",parallel
921,125,right,"[[316432.4551490456, 5688782.784771148], [316431.07667460485, 5688752.816457747]]",perpendicular
922,125,left,"[[316452.2118276323, 5688751.844288647], [316450.83335319144, 5688721.875975244]]",parallel
923,125,right,"[[316431.07667460485, 5688752.816457747], [316429.69820016396, 5688722.848144344]]",perpendicular
924,125,left,"[[316450.83335319144, 5688721.875975244], [316449.4548787506, 5688691.907661842]]",parallel
925,125,right,"[[316429.69820016396, 5688722.848144344], [316428.3197257231, 5688692.879830942]]",diagonal
926,125,left,"[[316449.4548787506, 5688691.907661842], [316448.0764043098, 5688661.93934844]]",parallel
927,125,right,"[[316428.3197257231, 5688692.879830942], [316426.9412512823, 5688662.911517539]]",diagonal
928,125,left,"[[316448.0764043098, 5688661.93934844], [316446.69792986894, 5688631.971035037]]",parallel
929,125,right,"[[316426.9412512823, 5688662.911517539], [316425.56277684146, 5688632.943204137]]",diagonal
930,125,left,"[[316446.69792986894, 5688631.971035037], [316445.3194554281, 5688602.002721636]]",parallel
931,125,right,"[[316425.5627768415, 5688632.943204137], [316424.1843024007, 5688602.974890735]]",diagonal
932,125,left,"[[316445.31945542805, 5688602.002721636], [316444.5656765142, 5688585.615415451]]",parallel
933,125,right,"[[316424.1843024006, 5688602.974890735], [316423.4305234867, 5688586.5875845505]]",no car
934,127,left,"[[316891.4902006399, 5688924.270832153], [316885.0843176678, 5688894.962733216]]",perpendicular
935,127,right,"[[316872.5473993597, 5688928.411167848], [316866.1415163877, 5688899.10306891]]",parallel
936,127,left,"[[316885.08431766776, 5688894.962733216], [316878.6784346957, 5688865.654634277]]",perpendicular
937,127,right,"[[316866.14151638775, 5688899.10306891], [316859.7356334157, 5688869.794969971]]",parallel
938,127,left,"[[316878.67843469576, 5688865.654634277], [316872.27255172376, 5688836.34653534]]",perpendicular
939,127,right,"[[316859.73563341564, 5688869.794969971], [316853.3297504436, 5688840.486871034]]",parallel
940,127,left,"[[316872.27255172364, 5688836.34653534], [316865.8666687516, 5688807.038436402]]",perpendicular
941,127,right,"[[316853.32975044363, 5688840.486871034], [316846.92386747163, 5688811.178772096]]",parallel
942,127,left,"[[316865.8666687517, 5688807.038436402], [316859.46078577964, 5688777.730337463]]",perpendicular
943,127,right,"[[316846.9238674716, 5688811.178772096], [316840.5179844995, 5688781.870673158]]",parallel
944,127,left,"[[316859.46078577975, 5688777.730337464], [316857.75270064006, 5688769.915532153]]",no car
945,127,right,"[[316840.51798449963, 5688781.870673158], [316838.80989936, 5688774.055867847]]",no car
946,128,left,"[[316858.1005716591, 5688771.615439086], [316857.5117716591, 5688756.000539085]]",no car
947,128,right,"[[316838.4620283407, 5688772.355960915], [316837.8732283407, 5688756.7410609145]]",diagonal/perpendicular
948,128,left,"[[316857.48355321836, 5688755.5398572], [316854.94664605876, 5688725.647314618]]",diagonal
949,128,right,"[[316837.9014467814, 5688757.201742799], [316835.36453962186, 5688727.309200216]]",parallel
950,128,left,"[[316854.9466460588, 5688725.647314618], [316852.4097388992, 5688695.754772035]]",diagonal
951,128,right,"[[316835.3645396219, 5688727.309200217], [316832.8276324623, 5688697.416657634]]",parallel
952,128,left,"[[316852.4097388992, 5688695.754772035], [316849.8728317397, 5688665.862229453]]",diagonal
953,128,right,"[[316832.8276324623, 5688697.416657634], [316830.2907253028, 5688667.524115051]]",parallel
954,128,left,"[[316849.8728317397, 5688665.8622294525], [316848.96025321883, 5688655.1092572]]",no car
955,128,right,"[[316830.29072530277, 5688667.524115051], [316829.37814678194, 5688656.7711427985]]",parallel
956,134,left,"[[317235.28501901944, 5689133.952660675], [317205.3385944028, 5689135.744769121]]",parallel
957,134,right,"[[317236.46318097995, 5689153.639939325], [317206.51675636333, 5689155.43204777]]",parallel
958,134,left,"[[317205.3385944028, 5689135.744769121], [317175.3921697862, 5689137.536877566]]",parallel
959,134,right,"[[317206.51675636333, 5689155.43204777], [317176.5703317467, 5689157.224156216]]",parallel
960,134,left,"[[317175.3921697862, 5689137.536877566], [317145.4457451696, 5689139.328986011]]",parallel
961,134,right,"[[317176.5703317467, 5689157.224156216], [317146.6239071301, 5689159.016264662]]",parallel
962,134,left,"[[317145.4457451696, 5689139.328986011], [317115.4993205529, 5689141.121094456]]",parallel
963,134,right,"[[317146.6239071301, 5689159.016264662], [317116.6774825135, 5689160.808373108]]",parallel
964,134,left,"[[317115.4993205529, 5689141.121094456], [317085.55289593636, 5689142.913202901]]",parallel
965,134,right,"[[317116.6774825135, 5689160.808373108], [317086.7310578969, 5689162.600481553]]",parallel
966,134,left,"[[317085.55289593636, 5689142.913202901], [317055.60647131974, 5689144.705311348]]",parallel
967,134,right,"[[317086.7310578969, 5689162.600481553], [317056.7846332803, 5689164.392589998]]",parallel
968,134,left,"[[317055.60647131974, 5689144.705311348], [317025.6600467031, 5689146.497419793]]",parallel
969,134,right,"[[317056.7846332803, 5689164.392589998], [317026.8382086636, 5689166.184698443]]",parallel
970,134,left,"[[317025.6600467033, 5689146.497419792], [317007.48371902015, 5689147.5851606745]]",no car
971,134,right,"[[317026.83820866334, 5689166.184698443], [317008.6618809802, 5689167.272439325]]",no car
